Year,Leading Cause,Sex,Race Ethnicity,Deaths
2008,Cerebrovascular Disease (Stroke: I60-I69),Male,White Non-Hispanic,245
2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Hispanic,145
2009,Chronic Lower Respiratory Diseases (J40-J47),Female,Black Non-Hispanic,188
2007,Malignant Neoplasms (Cancer: C00-C97),Male,Other Race/ Ethnicity,29
2009,Cerebrovascular Disease (Stroke: I60-I69),Female,White Non-Hispanic,390
2013,Malignant Neoplasms (Cancer: C00-C97),Female,Other Race/ Ethnicity,43
2014,"Assault (Homicide: Y87.1, X85-Y09)",Male,Black Non-Hispanic,186
2012,Cerebrovascular Disease (Stroke: I60-I69),Male,White Non-Hispanic,285
2007,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Asian and Pacific Islander,53
2013,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",Female,Black Non-Hispanic,93
2009,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Hispanic,119
2007,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,White Non-Hispanic,7050
2012,Cerebrovascular Disease (Stroke: I60-I69),Male,Hispanic,129
2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,White Non-Hispanic,199
2009,Malignant Neoplasms (Cancer: C00-C97),Female,Hispanic,1097
2014,Diabetes Mellitus (E10-E14),Female,Not Stated/Unknown,9
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Black Non-Hispanic,2068
2010,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Other Race/ Ethnicity,0
2013,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,White Non-Hispanic,271
2014,Malignant Neoplasms (Cancer: C00-C97),Female,Other Race/ Ethnicity,66
2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Other Race/ Ethnicity,52
2011,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Asian and Pacific Islander,49
2007,Diabetes Mellitus (E10-E14),Male,Not Stated/Unknown,9
2010,Diabetes Mellitus (E10-E14),Female,White Non-Hispanic,258
2008,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Asian and Pacific Islander,36
2014,Septicemia (A40-A41),Male,Not Stated/Unknown,8
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,White Non-Hispanic,6297
2007,All Other Causes,Male,Asian and Pacific Islander,221
2014,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Asian and Pacific Islander,42
2011,Cerebrovascular Disease (Stroke: I60-I69),Female,Hispanic,179
2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,White Non-Hispanic,4535
2014,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Not Stated/Unknown,10
2007,Cerebrovascular Disease (Stroke: I60-I69),Female,Not Stated/Unknown,0
2012,Influenza (Flu) and Pneumonia (J09-J18),Female,Not Stated/Unknown,6
2008,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,White Non-Hispanic,227
2013,All Other Causes,Male,Black Non-Hispanic,1341
2012,All Other Causes,Male,White Non-Hispanic,2316
2009,Diabetes Mellitus (E10-E14),Female,White Non-Hispanic,229
2013,Malignant Neoplasms (Cancer: C00-C97),Female,White Non-Hispanic,3187
2008,Chronic Lower Respiratory Diseases (J40-J47),Female,Not Stated/Unknown,0
2007,Chronic Lower Respiratory Diseases (J40-J47),Female,Asian and Pacific Islander,29
2008,Cerebrovascular Disease (Stroke: I60-I69),Male,Other Race/ Ethnicity,5
2009,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Other Race/ Ethnicity,0
2009,Malignant Neoplasms (Cancer: C00-C97),Female,Not Stated/Unknown,41
2010,Cerebrovascular Disease (Stroke: I60-I69),Female,Hispanic,168
2012,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Other Race/ Ethnicity,0
2010,Cerebrovascular Disease (Stroke: I60-I69),Male,Hispanic,140
2013,Chronic Lower Respiratory Diseases (J40-J47),Female,Asian and Pacific Islander,27
2008,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Black Non-Hispanic,227
2008,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,White Non-Hispanic,195
2014,Cerebrovascular Disease (Stroke: I60-I69),Female,Other Race/ Ethnicity,8
2014,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Hispanic,164
2012,"Assault (Homicide: Y87.1, X85-Y09)",Male,Black Non-Hispanic,235
2009,Malignant Neoplasms (Cancer: C00-C97),Male,Other Race/ Ethnicity,12
2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Other Race/ Ethnicity,0
2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Not Stated/Unknown,10
2011,All Other Causes,Female,White Non-Hispanic,2445
2009,Cerebrovascular Disease (Stroke: I60-I69),Female,Black Non-Hispanic,245
2010,All Other Causes,Male,Other Race/ Ethnicity,25
2013,Cerebrovascular Disease (Stroke: I60-I69),Male,White Non-Hispanic,249
2013,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Not Stated/Unknown,7
2013,"Essential Hypertension and Renal Diseases (I10, I12)",Male,White Non-Hispanic,156
2013,Cerebrovascular Disease (Stroke: I60-I69),Male,Black Non-Hispanic,191
2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,White Non-Hispanic,88
2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,White Non-Hispanic,4085
2010,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Not Stated/Unknown,8
2012,Chronic Lower Respiratory Diseases (J40-J47),Male,Asian and Pacific Islander,55
2008,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,White Non-Hispanic,272
2007,All Other Causes,Female,Other Race/ Ethnicity,15
2014,Influenza (Flu) and Pneumonia (J09-J18),Female,Not Stated/Unknown,11
2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Hispanic,1251
2008,All Other Causes,Female,Other Race/ Ethnicity,19
2007,"Chronic Liver Disease and Cirrhosis (K70, K73)",Female,Not Stated/Unknown,0
2011,All Other Causes,Female,Black Non-Hispanic,1473
2008,Cerebrovascular Disease (Stroke: I60-I69),Female,White Non-Hispanic,379
2013,Diabetes Mellitus (E10-E14),Male,Hispanic,192
2007,Chronic Lower Respiratory Diseases (J40-J47),Male,Other Race/ Ethnicity,0
2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Not Stated/Unknown,16
2013,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Other Race/ Ethnicity,6
2014,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Asian and Pacific Islander,29
2007,All Other Causes,Male,Hispanic,988
2008,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Other Race/ Ethnicity,0
2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Hispanic,162
2013,Influenza (Flu) and Pneumonia (J09-J18),Female,Black Non-Hispanic,285
2009,All Other Causes,Male,White Non-Hispanic,1818
2011,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",Male,Not Stated/Unknown,0
2008,All Other Causes,Male,White Non-Hispanic,1824
2013,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Asian and Pacific Islander,63
2008,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Other Race/ Ethnicity,0
2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Not Stated/Unknown,43
2008,Cerebrovascular Disease (Stroke: I60-I69),Female,Not Stated/Unknown,13
2012,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Not Stated/Unknown,11
2009,"Essential Hypertension and Renal Diseases (I10, I12)",Female,White Non-Hispanic,215
2012,All Other Causes,Male,Asian and Pacific Islander,333
2013,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Other Race/ Ethnicity,5
2007,Cerebrovascular Disease (Stroke: I60-I69),Female,Black Non-Hispanic,279
2011,Diabetes Mellitus (E10-E14),Female,Hispanic,196
2007,Influenza (Flu) and Pneumonia (J09-J18),Male,White Non-Hispanic,530
2012,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Hispanic,143
2011,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Asian and Pacific Islander,19
2008,Chronic Lower Respiratory Diseases (J40-J47),Male,Asian and Pacific Islander,46
2007,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Not Stated/Unknown,10
2008,Chronic Lower Respiratory Diseases (J40-J47),Female,Asian and Pacific Islander,30
2009,Atherosclerosis (I70),Female,Other Race/ Ethnicity,0
2014,Cerebrovascular Disease (Stroke: I60-I69),Female,Not Stated/Unknown,10
2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Hispanic,145
2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Black Non-Hispanic,135
2011,Cerebrovascular Disease (Stroke: I60-I69),Female,Asian and Pacific Islander,98
2013,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Other Race/ Ethnicity,0
2007,"Essential Hypertension and Renal Diseases (I10, I12)",Female,White Non-Hispanic,155
2010,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Hispanic,189
2009,Influenza (Flu) and Pneumonia (J09-J18),Male,Other Race/ Ethnicity,0
2012,Chronic Lower Respiratory Diseases (J40-J47),Male,White Non-Hispanic,352
2009,All Other Causes,Female,Asian and Pacific Islander,220
2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Black Non-Hispanic,2365
2009,Chronic Lower Respiratory Diseases (J40-J47),Male,Not Stated/Unknown,6
2010,Malignant Neoplasms (Cancer: C00-C97),Male,Hispanic,1057
2007,All Other Causes,Female,Black Non-Hispanic,1230
2014,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Not Stated/Unknown,0
2014,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Other Race/ Ethnicity,10
2007,Alzheimer's Disease (G30),Female,Not Stated/Unknown,0
2008,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Asian and Pacific Islander,31
2009,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",Female,Black Non-Hispanic,75
2007,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Other Race/ Ethnicity,0
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Hispanic,1349
2011,Malignant Neoplasms (Cancer: C00-C97),Male,Asian and Pacific Islander,550
2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,White Non-Hispanic,254
2012,Influenza (Flu) and Pneumonia (J09-J18),Male,Not Stated/Unknown,11
2008,"Chronic Liver Disease and Cirrhosis (K70, K73)",Female,Not Stated/Unknown,0
2013,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,White Non-Hispanic,166
2013,All Other Causes,Female,White Non-Hispanic,2595
2008,Chronic Lower Respiratory Diseases (J40-J47),Female,Other Race/ Ethnicity,0
2011,Alzheimer's Disease (G30),Female,White Non-Hispanic,231
2013,Malignant Neoplasms (Cancer: C00-C97),Male,White Non-Hispanic,3132
2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,White Non-Hispanic,75
2013,Malignant Neoplasms (Cancer: C00-C97),Female,Asian and Pacific Islander,467
2014,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Asian and Pacific Islander,31
2013,Alzheimer's Disease (G30),Female,Hispanic,120
2010,Cerebrovascular Disease (Stroke: I60-I69),Female,White Non-Hispanic,382
2012,Cerebrovascular Disease (Stroke: I60-I69),Male,Other Race/ Ethnicity,7
2008,Influenza (Flu) and Pneumonia (J09-J18),Female,Asian and Pacific Islander,73
2010,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Female,Asian and Pacific Islander,17
2007,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Other Race/ Ethnicity,0
2013,Chronic Lower Respiratory Diseases (J40-J47),Male,Asian and Pacific Islander,72
2010,Cerebrovascular Disease (Stroke: I60-I69),Male,Other Race/ Ethnicity,0
2009,"Essential Hypertension and Renal Diseases (I10, I12)",Male,White Non-Hispanic,148
2014,Influenza (Flu) and Pneumonia (J09-J18),Male,Other Race/ Ethnicity,11
2013,All Other Causes,Female,Not Stated/Unknown,79
2013,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Other Race/ Ethnicity,8
2010,Diabetes Mellitus (E10-E14),Female,Black Non-Hispanic,384
2008,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",Male,Asian and Pacific Islander,14
2014,All Other Causes,Female,Other Race/ Ethnicity,59
2013,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Asian and Pacific Islander,50
2013,Diabetes Mellitus (E10-E14),Male,White Non-Hispanic,265
2009,Cerebrovascular Disease (Stroke: I60-I69),Female,Asian and Pacific Islander,61
2008,All Other Causes,Female,Not Stated/Unknown,42
2012,Chronic Lower Respiratory Diseases (J40-J47),Female,Not Stated/Unknown,8
2012,Diabetes Mellitus (E10-E14),Male,Hispanic,194
2009,Diabetes Mellitus (E10-E14),Male,White Non-Hispanic,290
2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Hispanic,1230
2012,Chronic Lower Respiratory Diseases (J40-J47),Female,Asian and Pacific Islander,39
2014,Cerebrovascular Disease (Stroke: I60-I69),Female,Hispanic,220
2011,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Hispanic,83
2014,Malignant Neoplasms (Cancer: C00-C97),Male,White Non-Hispanic,3142
2009,All Other Causes,Male,Not Stated/Unknown,55
2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Not Stated/Unknown,62
2012,Septicemia (A40-A41),Female,Other Race/ Ethnicity,0
2012,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Asian and Pacific Islander,34
2013,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Hispanic,63
2010,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Not Stated/Unknown,0
2013,Chronic Lower Respiratory Diseases (J40-J47),Female,Not Stated/Unknown,9
2007,Alzheimer's Disease (G30),Female,White Non-Hispanic,107
2008,Chronic Lower Respiratory Diseases (J40-J47),Male,Black Non-Hispanic,169
2008,Influenza (Flu) and Pneumonia (J09-J18),Male,Hispanic,187
2009,All Other Causes,Female,White Non-Hispanic,1684
2013,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Not Stated/Unknown,21
2014,"Essential Hypertension and Renal Diseases (I10, I12)",Female,White Non-Hispanic,180
2007,All Other Causes,Female,Not Stated/Unknown,27
2009,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Not Stated/Unknown,8
2011,Chronic Lower Respiratory Diseases (J40-J47),Male,Hispanic,123
2011,Diabetes Mellitus (E10-E14),Male,Not Stated/Unknown,7
2012,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Other Race/ Ethnicity,0
2007,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Black Non-Hispanic,2722
2007,Septicemia (A40-A41),Female,Black Non-Hispanic,89
2014,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Hispanic,116
2007,Chronic Lower Respiratory Diseases (J40-J47),Female,Not Stated/Unknown,6
2011,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Black Non-Hispanic,225
2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Asian and Pacific Islander,37
2013,Influenza (Flu) and Pneumonia (J09-J18),Female,Other Race/ Ethnicity,6
2007,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Hispanic,183
2013,Diabetes Mellitus (E10-E14),Male,Other Race/ Ethnicity,17
2014,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Not Stated/Unknown,10
2011,Malignant Neoplasms (Cancer: C00-C97),Female,Asian and Pacific Islander,451
2008,Cerebrovascular Disease (Stroke: I60-I69),Female,Hispanic,152
2007,Cerebrovascular Disease (Stroke: I60-I69),Male,Asian and Pacific Islander,56
2013,"Essential Hypertension and Renal Diseases (I10, I12)",Female,White Non-Hispanic,206
2007,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Hispanic,107
2012,Influenza (Flu) and Pneumonia (J09-J18),Male,Asian and Pacific Islander,76
2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Not Stated/Unknown,10
2012,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Hispanic,103
2013,Cerebrovascular Disease (Stroke: I60-I69),Female,Not Stated/Unknown,14
2011,Chronic Lower Respiratory Diseases (J40-J47),Female,Hispanic,156
2012,All Other Causes,Male,Other Race/ Ethnicity,24
2012,Cerebrovascular Disease (Stroke: I60-I69),Female,Hispanic,169
2013,Chronic Lower Respiratory Diseases (J40-J47),Male,Hispanic,142
2013,Malignant Neoplasms (Cancer: C00-C97),Female,Hispanic,1149
2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Black Non-Hispanic,208
2014,Septicemia (A40-A41),Female,White Non-Hispanic,118
2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Hispanic,170
2014,"Chronic Liver Disease and Cirrhosis (K70, K73)",Female,Not Stated/Unknown,0
2010,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Hispanic,79
2008,All Other Causes,Male,Black Non-Hispanic,1216
2007,Cerebrovascular Disease (Stroke: I60-I69),Male,Hispanic,126
2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Black Non-Hispanic,329
2014,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",Female,Other Race/ Ethnicity,0
2010,Cerebrovascular Disease (Stroke: I60-I69),Male,Not Stated/Unknown,0
2014,Influenza (Flu) and Pneumonia (J09-J18),Male,Asian and Pacific Islander,105
2009,Diabetes Mellitus (E10-E14),Male,Asian and Pacific Islander,48
2012,All Other Causes,Female,Asian and Pacific Islander,327
2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Other Race/ Ethnicity,39
2007,Influenza (Flu) and Pneumonia (J09-J18),Female,Other Race/ Ethnicity,0
2013,Influenza (Flu) and Pneumonia (J09-J18),Male,Hispanic,233
2008,All Other Causes,Female,Hispanic,885
2011,Influenza (Flu) and Pneumonia (J09-J18),Female,Hispanic,218
2008,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Black Non-Hispanic,356
2014,All Other Causes,Female,Black Non-Hispanic,1536
2008,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Not Stated/Unknown,13
2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Black Non-Hispanic,1868
2011,Diabetes Mellitus (E10-E14),Male,Asian and Pacific Islander,60
2010,Chronic Lower Respiratory Diseases (J40-J47),Male,Hispanic,149
2008,Viral Hepatitis (B15-B19),Male,Not Stated/Unknown,6
2010,Malignant Neoplasms (Cancer: C00-C97),Male,Not Stated/Unknown,46
2009,Malignant Neoplasms (Cancer: C00-C97),Female,Other Race/ Ethnicity,19
2014,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Other Race/ Ethnicity,6
2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Hispanic,196
2014,Malignant Neoplasms (Cancer: C00-C97),Male,Not Stated/Unknown,73
2014,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,White Non-Hispanic,314
2014,All Other Causes,Female,Not Stated/Unknown,48
2008,Influenza (Flu) and Pneumonia (J09-J18),Male,Black Non-Hispanic,222
2010,Cerebrovascular Disease (Stroke: I60-I69),Male,Black Non-Hispanic,171
2009,Influenza (Flu) and Pneumonia (J09-J18),Male,Asian and Pacific Islander,84
2011,Chronic Lower Respiratory Diseases (J40-J47),Female,Black Non-Hispanic,221
2010,Diabetes Mellitus (E10-E14),Male,Other Race/ Ethnicity,5
2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Not Stated/Unknown,108
2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Hispanic,1307
2014,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Asian and Pacific Islander,68
2007,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Other Race/ Ethnicity,43
2014,Cerebrovascular Disease (Stroke: I60-I69),Male,White Non-Hispanic,277
2014,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Not Stated/Unknown,6
2012,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",Female,Asian and Pacific Islander,22
2010,Influenza (Flu) and Pneumonia (J09-J18),Female,Hispanic,228
2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Asian and Pacific Islander,462
2013,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,White Non-Hispanic,286
2007,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",Female,Other Race/ Ethnicity,0
2008,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",Male,Asian and Pacific Islander,14
2010,Diabetes Mellitus (E10-E14),Male,Asian and Pacific Islander,64
2011,Malignant Neoplasms (Cancer: C00-C97),Male,Hispanic,1144
2007,"Assault (Homicide: Y87.1, X85-Y09)",Male,Hispanic,114
2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Asian and Pacific Islander,452
2010,Chronic Lower Respiratory Diseases (J40-J47),Female,Hispanic,156
2008,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Not Stated/Unknown,6
2011,Diabetes Mellitus (E10-E14),Female,Not Stated/Unknown,6
2011,Diabetes Mellitus (E10-E14),Male,Hispanic,200
2011,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Not Stated/Unknown,14
2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Asian and Pacific Islander,456
2012,Diabetes Mellitus (E10-E14),Female,Hispanic,200
2007,Influenza (Flu) and Pneumonia (J09-J18),Female,Asian and Pacific Islander,58
2009,All Other Causes,Male,Hispanic,1067
2012,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Other Race/ Ethnicity,0
2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,White Non-Hispanic,5503
2013,Influenza (Flu) and Pneumonia (J09-J18),Male,Other Race/ Ethnicity,8
2011,Influenza (Flu) and Pneumonia (J09-J18),Female,Black Non-Hispanic,273
2012,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",Female,Other Race/ Ethnicity,0
2014,Influenza (Flu) and Pneumonia (J09-J18),Male,Hispanic,199
2010,Chronic Lower Respiratory Diseases (J40-J47),Male,White Non-Hispanic,388
2010,Influenza (Flu) and Pneumonia (J09-J18),Male,Black Non-Hispanic,201
2012,Influenza (Flu) and Pneumonia (J09-J18),Female,White Non-Hispanic,576
2010,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Other Race/ Ethnicity,0
2014,All Other Causes,Female,White Non-Hispanic,2578
2008,"Assault (Homicide: Y87.1, X85-Y09)",Male,Black Non-Hispanic,286
2007,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Asian and Pacific Islander,25
2008,Diabetes Mellitus (E10-E14),Female,Hispanic,228
2008,"Chronic Liver Disease and Cirrhosis (K70, K73)",Female,Other Race/ Ethnicity,0
2007,Malignant Neoplasms (Cancer: C00-C97),Female,Asian and Pacific Islander,395
2009,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Other Race/ Ethnicity,0
2007,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Black Non-Hispanic,137
2011,Chronic Lower Respiratory Diseases (J40-J47),Female,Asian and Pacific Islander,30
2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Black Non-Hispanic,147
2010,Cerebrovascular Disease (Stroke: I60-I69),Female,Asian and Pacific Islander,89
2009,Cerebrovascular Disease (Stroke: I60-I69),Male,Asian and Pacific Islander,58
2013,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Other Race/ Ethnicity,5
2013,Chronic Lower Respiratory Diseases (J40-J47),Male,White Non-Hispanic,437
2011,"Essential Hypertension and Renal Diseases (I10, I12)",Male,White Non-Hispanic,142
2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Other Race/ Ethnicity,10
2010,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Not Stated/Unknown,5
2012,Chronic Lower Respiratory Diseases (J40-J47),Female,White Non-Hispanic,507
2010,Influenza (Flu) and Pneumonia (J09-J18),Female,Not Stated/Unknown,0
2012,Influenza (Flu) and Pneumonia (J09-J18),Male,Black Non-Hispanic,242
2010,Viral Hepatitis (B15-B19),Female,Not Stated/Unknown,0
2009,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Black Non-Hispanic,131
2013,Malignant Neoplasms (Cancer: C00-C97),Male,Not Stated/Unknown,99
2007,Malignant Neoplasms (Cancer: C00-C97),Female,Black Non-Hispanic,1800
2007,Malignant Neoplasms (Cancer: C00-C97),Female,Other Race/ Ethnicity,22
2014,Influenza (Flu) and Pneumonia (J09-J18),Female,Black Non-Hispanic,266
2010,Malignant Neoplasms (Cancer: C00-C97),Male,White Non-Hispanic,3408
2007,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Asian and Pacific Islander,428
2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,White Non-Hispanic,163
2011,All Other Causes,Male,Black Non-Hispanic,1337
2014,All Other Causes,Male,White Non-Hispanic,2275
2008,Cerebrovascular Disease (Stroke: I60-I69),Male,Asian and Pacific Islander,48
2012,Diabetes Mellitus (E10-E14),Female,Other Race/ Ethnicity,9
2007,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",Female,Asian and Pacific Islander,13
2013,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Other Race/ Ethnicity,0
2011,Diabetes Mellitus (E10-E14),Male,Other Race/ Ethnicity,14
2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Hispanic,1316
2008,Malignant Neoplasms (Cancer: C00-C97),Female,White Non-Hispanic,3366
